img_id,rx1,ry1,rx2,ry2,scale,x_6,y_6,vis_6,x_7,y_7,vis_7,x_8,y_8,vis_8,x_9,y_9,vis_9,x_0,y_0,vis_0,x_1,y_1,vis_1,x_2,y_2,vis_2,x_3,y_3,vis_3,x_4,y_4,vis_4,x_5,y_5,vis_5,x_10,y_10,vis_10,x_11,y_11,vis_11,x_12,y_12,vis_12,x_13,y_13,vis_13,x_14,y_14,vis_14,x_15,y_15,vis_15,cat_name,act_name,act_id
9364,383,205,691,467,9.70466939158671,188.0,679.0,0.0,391.0,471.0,1.0,418.2432,445.8094,0.0,655.7568,226.1906,0.0,,,,392.0,700.0,1.0,121.0,677.0,0.0,255.0,681.0,0.0,487.0,700.0,1.0,,,,,,,,,,262.0,433.0,1.0,520.0,508.0,1.0,,,,,,,walking,backpacking,642
7984,450,0,621,147,5.411986696214246,969.0,346.0,0.0,686.0,86.0,0.0,625.3903,80.966,0.0,445.6097,66.034,0.0,,,,785.0,582.0,1.0,895.0,350.0,0.0,1043.0,341.0,0.0,1031.0,653.0,1.0,,,,645.0,469.0,1.0,748.0,297.0,1.0,659.0,155.0,0.0,712.0,17.0,1.0,948.0,159.0,1.0,978.0,366.0,1.0,sports,rock climbing,471
3666,397,68,498,214,4.260726698580888,421.0,500.0,0.0,410.0,224.0,0.0,418.2619,205.7136,0.0,476.7381,76.2864,0.0,,,,457.0,671.0,1.0,428.0,502.0,1.0,414.0,498.0,0.0,398.0,675.0,0.0,,,,391.0,477.0,1.0,355.0,357.0,1.0,393.0,226.0,1.0,426.0,222.0,0.0,420.0,326.0,0.0,447.0,481.0,0.0,sports,paddleball,264
2731,677,99,731,179,2.316466274306621,747.0,371.0,1.0,711.0,203.0,1.0,708.1977,177.3789,0.0,699.8023,100.6211,0.0,597.0,676.0,1.0,645.0,516.0,1.0,725.0,371.0,1.0,768.0,371.0,1.0,797.0,519.0,1.0,770.0,684.0,1.0,739.0,56.0,1.0,690.0,116.0,1.0,667.0,205.0,1.0,755.0,200.0,1.0,840.0,134.0,1.0,821.0,60.0,1.0,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",314
1737,250,65,302,125,1.9055455911628039,254.0,248.0,1.0,253.0,134.0,0.0,259.8669,122.3562,0.0,292.1331,67.6438,0.0,184.0,425.0,1.0,257.0,338.0,1.0,236.0,245.0,1.0,271.0,251.0,1.0,296.0,309.0,1.0,304.0,381.0,1.0,286.0,155.0,1.0,262.0,186.0,1.0,228.0,139.0,1.0,278.0,129.0,0.0,307.0,126.0,0.0,345.0,124.0,1.0,sports,boxing,113
8226,201,91,246,158,1.9370245223021831,200.0,275.0,0.0,214.0,171.0,1.0,217.0379,156.1304,0.0,229.9621,92.8696,0.0,103.0,425.0,1.0,129.0,349.0,1.0,182.0,274.0,0.0,218.0,276.0,0.0,254.0,358.0,0.0,250.0,450.0,1.0,174.0,257.0,1.0,151.0,221.0,1.0,176.0,166.0,1.0,251.0,175.0,1.0,261.0,218.0,0.0,236.0,253.0,0.0,sports,horseback riding,482
10553,1095,271,1192,407,4.0091495357494455,1258.0,429.0,0.0,1176.0,379.0,0.0,1185.6357,390.8593,0.0,1101.3643,287.1407,0.0,1162.0,742.0,0.0,1174.0,578.0,0.0,1212.0,429.0,0.0,1304.0,429.0,1.0,1224.0,571.0,1.0,1200.0,735.0,1.0,1013.0,504.0,1.0,1075.0,420.0,1.0,1131.0,376.0,0.0,1220.0,381.0,1.0,1275.0,477.0,1.0,1220.0,559.0,1.0,bicycling,bicycling,745
5907,259,21,288,66,1.2848408461751206,272.0,132.0,0.0,268.0,47.0,1.0,255.4338,54.9967,0.0,291.5662,32.0033,0.0,225.0,266.0,1.0,226.0,200.0,1.0,259.0,131.0,1.0,285.0,133.0,0.0,311.0,192.0,1.0,311.0,256.0,1.0,253.0,114.0,1.0,235.0,92.0,1.0,244.0,47.0,1.0,292.0,46.0,1.0,295.0,73.0,1.0,299.0,104.0,1.0,sports,horseback riding,109
7433,714,183,851,365,5.467208428439508,823.0,618.0,1.0,779.0,383.0,1.0,779.5756,365.0732,0.0,785.4244,182.9268,0.0,670.0,987.0,1.0,767.0,758.0,1.0,761.0,597.0,1.0,885.0,638.0,1.0,1031.0,835.0,1.0,1005.0,908.0,1.0,641.0,676.0,1.0,635.0,556.0,1.0,664.0,427.0,1.0,893.0,339.0,1.0,973.0,403.0,1.0,1031.0,500.0,1.0,sports,tennis,439
6007,581,134,619,196,1.745247260418993,588.0,245.0,1.0,596.0,200.0,1.0,596.6972,193.8993,0.0,603.3028,136.1007,0.0,555.0,373.0,1.0,558.0,307.0,1.0,576.0,244.0,1.0,600.0,246.0,1.0,609.0,279.0,0.0,603.0,315.0,1.0,552.0,273.0,1.0,556.0,234.0,1.0,563.0,194.0,1.0,629.0,205.0,1.0,631.0,244.0,1.0,631.0,285.0,1.0,bicycling,bicycling,780
469,200,37,255,110,2.1936052516348514,217.0,223.0,1.0,219.0,110.0,1.0,219.2079,109.1073,0.0,235.7921,37.8927,0.0,201.0,428.0,1.0,192.0,338.0,1.0,190.0,228.0,1.0,244.0,218.0,1.0,308.0,281.0,1.0,275.0,374.0,1.0,141.0,227.0,1.0,143.0,168.0,1.0,177.0,111.0,1.0,261.0,109.0,1.0,311.0,138.0,1.0,335.0,140.0,1.0,sports,hacky sack,17
8905,493,206,568,287,2.64936520698827,601.0,400.0,1.0,567.0,281.0,1.0,562.5899,276.8315,0.0,498.4101,216.1685,0.0,653.0,592.0,1.0,599.0,495.0,0.0,584.0,409.0,1.0,618.0,390.0,1.0,608.0,476.0,1.0,614.0,596.0,1.0,567.0,265.0,1.0,564.0,287.0,1.0,521.0,298.0,1.0,612.0,263.0,1.0,637.0,224.0,1.0,595.0,218.0,1.0,sports,"cricket, batting, bowling, fielding",585
8204,747,151,796,220,2.031086408797026,760.0,329.0,1.0,771.0,228.0,1.0,771.1018,219.3491,0.0,771.8982,151.6509,0.0,746.0,470.0,1.0,742.0,412.0,1.0,748.0,329.0,1.0,772.0,329.0,1.0,777.0,423.0,1.0,781.0,488.0,1.0,712.0,317.0,1.0,712.0,268.0,1.0,735.0,229.0,1.0,806.0,226.0,1.0,820.0,259.0,1.0,818.0,319.0,1.0,dancing,aerobic,479
7649,510,0,576,82,2.526277894452627,579.0,133.0,1.0,559.0,45.0,1.0,583.8475,51.2119,0.0,502.1525,30.7881,0.0,463.0,243.0,1.0,502.0,191.0,1.0,557.0,124.0,1.0,601.0,141.0,1.0,582.0,197.0,1.0,544.0,290.0,1.0,400.0,129.0,1.0,463.0,92.0,1.0,517.0,61.0,1.0,600.0,29.0,1.0,611.0,87.0,1.0,544.0,95.0,1.0,bicycling,bicycling,454
1883,698,83,741,145,1.8108473154852123,697.0,268.0,1.0,695.0,157.0,0.0,704.559,140.223,0.0,734.441,87.777,0.0,626.0,456.0,1.0,654.0,377.0,1.0,673.0,269.0,1.0,720.0,267.0,1.0,745.0,368.0,1.0,724.0,460.0,1.0,706.0,274.0,1.0,678.0,232.0,1.0,675.0,155.0,1.0,715.0,158.0,0.0,720.0,211.0,0.0,759.0,210.0,1.0,sports,rollerblading,127
8647,624,54,698,134,2.615449483358453,661.0,337.0,1.0,667.0,171.0,1.0,664.3864,137.4591,0.0,657.6136,50.5409,0.0,669.0,610.0,1.0,627.0,482.0,0.0,628.0,343.0,1.0,693.0,331.0,1.0,640.0,442.0,1.0,709.0,521.0,1.0,581.0,220.0,1.0,604.0,258.0,1.0,619.0,176.0,1.0,715.0,165.0,1.0,766.0,230.0,1.0,707.0,274.0,1.0,running,running,549
7988,483,289,536,350,1.9394019696803444,501.0,516.0,0.0,496.0,356.0,1.0,498.2872,349.8162,0.0,520.7128,289.1838,0.0,579.0,605.0,1.0,629.0,505.0,1.0,532.0,509.0,1.0,470.0,523.0,0.0,506.0,639.0,1.0,,,,582.0,284.0,1.0,598.0,334.0,1.0,532.0,366.0,1.0,459.0,345.0,1.0,459.0,298.0,1.0,486.0,256.0,1.0,sports,rock climbing,471
1074,284,128,334,193,1.9681463360228066,311.0,296.0,1.0,308.0,214.0,1.0,308.387,193.2967,0.0,309.613,127.7033,0.0,301.0,436.0,1.0,298.0,358.0,1.0,297.0,298.0,1.0,324.0,293.0,1.0,328.0,356.0,1.0,329.0,439.0,1.0,267.0,238.0,1.0,263.0,250.0,0.0,282.0,211.0,1.0,334.0,216.0,1.0,319.0,256.0,1.0,285.0,242.0,1.0,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",110
2370,13,11,168,195,5.774032906037165,291.0,497.0,1.0,185.0,173.0,0.0,167.8294,160.2811,0.0,13.1706,45.7189,0.0,256.0,1047.0,1.0,155.0,780.0,1.0,220.0,484.0,1.0,362.0,509.0,1.0,230.0,812.0,1.0,472.0,800.0,1.0,76.0,463.0,1.0,104.0,326.0,1.0,90.0,196.0,0.0,280.0,150.0,1.0,420.0,290.0,1.0,472.0,465.0,1.0,running,running,913
6507,535,317,629,430,3.527673454275494,486.0,670.0,1.0,512.0,477.0,0.0,549.0616,422.2018,0.0,614.9384,324.7982,0.0,287.0,1050.0,1.0,403.0,819.0,1.0,451.0,662.0,1.0,521.0,677.0,1.0,602.0,816.0,1.0,660.0,1018.0,1.0,622.0,617.0,1.0,516.0,598.0,1.0,535.0,482.0,1.0,489.0,472.0,0.0,472.0,581.0,0.0,593.0,634.0,0.0,walking,backpacking,309
2803,667,198,725,277,2.3521224457923102,689.0,421.0,0.0,671.0,278.0,1.0,675.4084,270.8584,0.0,716.5916,204.1416,0.0,769.0,586.0,1.0,722.0,505.0,1.0,687.0,410.0,0.0,690.0,432.0,1.0,639.0,546.0,1.0,607.0,646.0,1.0,616.0,100.0,1.0,621.0,176.0,1.0,637.0,245.0,1.0,705.0,310.0,1.0,775.0,346.0,1.0,836.0,363.0,1.0,dancing,"ballet, modern, or jazz",197
8001,721,162,824,268,3.547212990503954,707.0,471.0,1.0,814.0,269.0,1.0,808.5253,261.8762,0.0,736.4747,168.1238,0.0,688.0,864.0,1.0,708.0,680.0,1.0,738.0,485.0,1.0,675.0,457.0,1.0,568.0,633.0,1.0,490.0,823.0,1.0,736.0,352.0,0.0,796.0,347.0,0.0,841.0,289.0,1.0,786.0,249.0,1.0,803.0,149.0,1.0,756.0,81.0,1.0,sports,rock climbing,471
6584,507,206,592,333,3.6676837377287583,312.0,427.0,1.0,489.0,273.0,0.0,488.474,273.0304,0.0,610.526,265.9696,0.0,268.0,910.0,1.0,331.0,670.0,1.0,350.0,427.0,1.0,273.0,427.0,1.0,261.0,670.0,1.0,249.0,879.0,1.0,444.0,470.0,1.0,475.0,369.0,1.0,525.0,273.0,1.0,453.0,273.0,0.0,398.0,331.0,0.0,388.0,429.0,0.0,sports,"skydiving, base jumping, bungee jumping",350
9357,668,5,741,120,3.269113641340723,651.0,365.0,0.0,685.0,154.0,0.0,693.0,115.0,0.0,715.0,9.0,0.0,522.0,710.0,0.0,564.0,541.0,0.0,609.0,360.0,0.0,693.0,370.0,0.0,672.0,523.0,0.0,636.0,708.0,0.0,530.0,299.0,0.0,557.0,252.0,0.0,600.0,139.0,0.0,769.0,168.0,0.0,787.0,295.0,0.0,831.0,214.0,0.0,walking,backpacking,642
6559,805,170,920,310,4.348241023678424,650.0,522.0,0.0,764.0,281.0,0.0,795.5939,267.8492,0.0,929.4061,212.1508,0.0,737.0,801.0,1.0,832.0,656.0,1.0,653.0,524.0,1.0,647.0,519.0,0.0,801.0,614.0,0.0,740.0,801.0,0.0,695.0,513.0,1.0,647.0,354.0,1.0,759.0,275.0,1.0,768.0,286.0,0.0,720.0,421.0,1.0,751.0,516.0,1.0,sports,"skydiving, base jumping, bungee jumping",350
9751,1219,154,1339,321,4.935429464595761,1475.0,519.0,1.0,1349.0,316.0,0.0,1333.7457,298.8934,0.0,1224.2543,176.1066,0.0,1416.0,914.0,0.0,1418.0,734.0,0.0,1436.0,524.0,1.0,1513.0,514.0,1.0,1486.0,759.0,1.0,1511.0,937.0,0.0,1158.0,506.0,1.0,1240.0,424.0,1.0,1305.0,301.0,0.0,1393.0,331.0,1.0,1350.0,486.0,1.0,1285.0,624.0,1.0,sports,billiards,691
2448,754,169,835,283,3.35631226199232,782.0,594.0,1.0,791.0,350.0,1.0,792.9217,281.9163,0.0,796.0783,170.0837,0.0,,,,,,,747.0,595.0,1.0,817.0,592.0,1.0,,,,,,,683.0,474.0,1.0,692.0,439.0,1.0,698.0,353.0,1.0,883.0,346.0,1.0,922.0,455.0,1.0,867.0,460.0,1.0,running,running,913
8919,333,123,375,166,1.4425976570062768,354.0,258.0,1.0,342.0,171.0,0.0,344.082,166.4023,0.0,363.918,122.5977,0.0,345.0,369.0,1.0,321.0,315.0,1.0,336.0,257.0,1.0,372.0,258.0,1.0,366.0,308.0,1.0,386.0,320.0,1.0,302.0,134.0,0.0,292.0,169.0,0.0,333.0,162.0,0.0,350.0,179.0,1.0,300.0,179.0,1.0,303.0,141.0,1.0,sports,"cricket, batting, bowling, fielding",585
2021,357,113,395,167,1.584727105845041,357.0,213.0,1.0,377.0,151.0,1.0,378.3912,166.3036,0.0,373.6088,113.6964,0.0,300.0,304.0,0.0,318.0,257.0,0.0,338.0,211.0,1.0,375.0,215.0,1.0,349.0,259.0,1.0,347.0,313.0,1.0,287.0,198.0,1.0,315.0,166.0,1.0,349.0,140.0,1.0,404.0,161.0,1.0,395.0,213.0,1.0,364.0,246.0,1.0,bicycling,bicycling,840
8681,708,170,860,318,5.091621352771629,1191.0,210.0,0.0,908.0,181.0,0.0,859.6558,205.562,0.0,708.3442,282.438,0.0,1257.0,561.0,0.0,1097.0,453.0,0.0,1166.0,205.0,0.0,1215.0,215.0,1.0,1120.0,443.0,1.0,1215.0,626.0,1.0,830.0,525.0,0.0,941.0,349.0,0.0,908.0,182.0,0.0,908.0,179.0,1.0,944.0,300.0,1.0,846.0,466.0,1.0,bicycling,bicycling,550
6089,115,29,182,122,2.750906759597642,215.0,236.0,0.0,157.0,124.0,1.0,156.4147,120.6601,0.0,140.5853,30.3399,0.0,204.0,387.0,0.0,151.0,305.0,1.0,191.0,235.0,0.0,238.0,236.0,1.0,231.0,333.0,1.0,278.0,452.0,1.0,83.0,250.0,1.0,110.0,197.0,1.0,114.0,132.0,1.0,200.0,116.0,1.0,230.0,178.0,1.0,208.0,212.0,1.0,bicycling,bicycling,238
1303,323,183,364,231,1.5150445538003163,339.0,276.0,1.0,342.0,232.0,1.0,341.9877,232.2054,0.0,345.0123,181.7946,0.0,323.0,320.0,1.0,317.0,302.0,1.0,328.0,274.0,1.0,350.0,278.0,1.0,349.0,315.0,1.0,348.0,337.0,1.0,295.0,248.0,1.0,306.0,239.0,1.0,327.0,228.0,1.0,357.0,236.0,1.0,367.0,261.0,1.0,367.0,267.0,1.0,walking,climbing hills,142
9752,1257,273,1405,471,5.932807766985207,1650.0,573.0,0.0,1435.0,389.0,0.0,1428.0,387.0,0.0,1233.0,356.0,0.0,1560.0,1041.0,0.0,1554.0,820.0,0.0,1601.0,577.0,0.0,1698.0,569.0,0.0,1634.0,831.0,0.0,1643.0,1070.0,0.0,1460.0,495.0,0.0,1480.0,390.0,0.0,1400.0,354.0,0.0,1469.0,423.0,0.0,1405.0,580.0,0.0,1276.0,671.0,0.0,sports,billiards,691
6888,344,460,401,532,2.203952812562011,344.0,398.0,1.0,353.0,479.0,1.0,344.812,471.8618,0.0,400.188,520.1382,0.0,405.0,176.0,1.0,359.0,266.0,1.0,317.0,389.0,1.0,371.0,407.0,1.0,436.0,307.0,1.0,497.0,211.0,1.0,402.0,599.0,1.0,400.0,535.0,1.0,392.0,474.0,1.0,314.0,484.0,1.0,275.0,540.0,1.0,285.0,594.0,1.0,sports,skateboarding,385
648,332,73,439,202,4.022417183734179,493.0,374.0,1.0,441.0,194.0,1.0,432.4795,185.326,0.0,338.5205,89.674,0.0,,,,,,,459.0,376.0,1.0,527.0,371.0,1.0,,,,,,,220.0,325.0,1.0,325.0,291.0,1.0,364.0,204.0,1.0,517.0,184.0,1.0,603.0,289.0,1.0,572.0,416.0,1.0,walking,backpacking,940
6562,982,749,1096,879,4.149710351337789,1026.0,432.0,1.0,1036.0,685.0,1.0,1037.392,744.8569,0.0,1040.608,883.1431,0.0,1144.0,249.0,1.0,1124.0,310.0,1.0,1088.0,422.0,1.0,963.0,441.0,1.0,815.0,360.0,1.0,793.0,227.0,1.0,1242.0,597.0,1.0,1180.0,622.0,1.0,1130.0,692.0,1.0,941.0,678.0,1.0,885.0,606.0,1.0,762.0,597.0,1.0,sports,"skydiving, base jumping, bungee jumping",350
7665,1224,320,1262,365,1.4135572149722135,1250.0,453.0,1.0,1256.0,373.0,1.0,1252.2376,364.1727,0.0,1233.7624,320.8273,0.0,1255.0,537.0,0.0,1249.0,497.0,0.0,1239.0,452.0,1.0,1260.0,454.0,1.0,1262.0,497.0,1.0,1263.0,535.0,0.0,1233.0,420.0,1.0,1233.0,402.0,1.0,1237.0,376.0,1.0,1275.0,370.0,1.0,1291.0,406.0,1.0,1288.0,434.0,1.0,bicycling,bicycling,454
8661,370,120,454,209,2.9371332962601473,414.0,422.0,1.0,400.0,231.0,1.0,403.3069,212.6742,0.0,420.6931,116.3258,0.0,400.0,603.0,0.0,393.0,512.0,0.0,386.0,423.0,1.0,441.0,421.0,1.0,454.0,509.0,0.0,457.0,610.0,1.0,366.0,332.0,1.0,323.0,316.0,1.0,356.0,237.0,1.0,443.0,225.0,1.0,489.0,282.0,1.0,541.0,330.0,1.0,bicycling,bicycling,550
878,506,387,557,435,1.68085692430974,525.0,534.0,1.0,531.0,451.0,1.0,531.1498,439.0121,0.0,531.8502,382.9879,0.0,546.0,662.0,1.0,540.0,631.0,0.0,501.0,533.0,1.0,549.0,534.0,1.0,522.0,609.0,1.0,501.0,688.0,1.0,469.0,537.0,1.0,481.0,508.0,1.0,499.0,451.0,1.0,563.0,451.0,1.0,573.0,508.0,1.0,582.0,543.0,1.0,walking,walking,944
1981,792,283,856,367,2.5344727262292643,824.0,546.0,1.0,826.0,406.0,1.0,825.0427,367.2283,0.0,822.9573,282.7717,0.0,748.0,815.0,1.0,783.0,717.0,1.0,781.0,543.0,1.0,866.0,549.0,1.0,870.0,708.0,1.0,903.0,813.0,1.0,665.0,466.0,1.0,731.0,483.0,1.0,776.0,404.0,1.0,875.0,408.0,1.0,915.0,489.0,1.0,984.0,460.0,1.0,sports,"rope skipping, general",378
1989,235,2,273,67,1.8070262864717825,274.0,211.0,1.0,262.0,88.0,1.0,258.454,64.2859,0.0,249.546,4.7141,0.0,267.0,368.0,1.0,252.0,299.0,1.0,250.0,214.0,1.0,298.0,207.0,1.0,320.0,274.0,1.0,336.0,353.0,1.0,150.0,183.0,1.0,204.0,138.0,1.0,218.0,87.0,1.0,306.0,89.0,1.0,331.0,126.0,1.0,377.0,169.0,1.0,sports,"rope skipping, general",378
76,903,171,998,309,4.020913329083331,871.0,457.0,1.0,933.0,252.0,1.0,895.2306,277.899,0.0,1005.7694,202.101,0.0,534.0,458.0,1.0,666.0,564.0,1.0,847.0,434.0,1.0,895.0,480.0,1.0,880.0,694.0,1.0,847.0,872.0,1.0,724.0,422.0,1.0,760.0,309.0,1.0,859.0,258.0,1.0,1006.0,246.0,1.0,1116.0,232.0,1.0,1222.0,217.0,1.0,sports,hacky sack,17
3689,267,97,299,144,1.3646274216796317,196.0,202.0,0.0,263.0,145.0,0.0,268.6174,138.1187,0.0,297.3826,102.8813,0.0,243.0,325.0,1.0,246.0,254.0,1.0,206.0,200.0,1.0,185.0,203.0,0.0,204.0,275.0,1.0,159.0,332.0,1.0,240.0,214.0,1.0,235.0,183.0,1.0,257.0,136.0,1.0,268.0,153.0,0.0,246.0,194.0,1.0,224.0,221.0,0.0,sports,hockey,268
5225,526,186,560,242,1.572320577999283,557.0,365.0,1.0,552.0,268.0,1.0,547.3081,239.8488,0.0,538.6919,188.1512,0.0,544.0,528.0,1.0,544.0,458.0,1.0,541.0,364.0,1.0,572.0,365.0,1.0,582.0,459.0,1.0,587.0,515.0,1.0,504.0,379.0,1.0,502.0,336.0,1.0,505.0,272.0,1.0,598.0,264.0,1.0,608.0,289.0,1.0,614.0,308.0,0.0,walking,walking,558
8812,297,98,351,150,1.7991998221431658,302.0,253.0,1.0,297.0,159.0,1.0,305.684,147.7429,0.0,342.316,100.2571,0.0,282.0,379.0,1.0,275.0,320.0,1.0,288.0,252.0,1.0,315.0,253.0,1.0,329.0,322.0,1.0,334.0,368.0,1.0,318.0,231.0,1.0,276.0,210.0,1.0,273.0,160.0,1.0,321.0,158.0,1.0,341.0,199.0,1.0,348.0,225.0,1.0,walking,walking,558
6520,415,9,506,169,4.4176301339066395,478.0,425.0,0.0,438.0,191.0,1.0,444.64,160.8987,0.0,476.36,17.1013,0.0,421.0,571.0,1.0,558.0,620.0,0.0,428.0,436.0,1.0,527.0,413.0,0.0,666.0,583.0,0.0,480.0,516.0,0.0,469.0,326.0,1.0,339.0,348.0,1.0,363.0,196.0,1.0,512.0,185.0,1.0,543.0,300.0,0.0,581.0,339.0,0.0,walking,backpacking,940
9186,526,26,621,140,3.561473852213435,475.0,301.0,1.0,517.0,148.0,0.0,534.5591,127.7992,0.0,612.4409,38.2008,0.0,413.0,568.0,1.0,475.0,458.0,1.0,446.0,305.0,1.0,503.0,297.0,1.0,574.0,421.0,1.0,566.0,570.0,1.0,621.0,313.0,1.0,524.0,268.0,1.0,493.0,156.0,1.0,541.0,140.0,0.0,568.0,264.0,1.0,625.0,313.0,0.0,walking,walking,946
7455,250,377,381,560,5.4013331687649115,268.0,934.0,1.0,294.0,607.0,1.0,301.6908,557.4568,0.0,329.3092,379.5432,0.0,,,,,,,208.0,939.0,1.0,328.0,929.0,1.0,,,,,,,184.0,843.0,1.0,95.0,766.0,1.0,165.0,600.0,1.0,422.0,614.0,1.0,494.0,763.0,1.0,444.0,824.0,1.0,running,running,913
1759,351,358,431,461,3.130045367083359,212.0,372.0,1.0,368.0,408.0,0.0,338.9432,406.105,0.0,443.0568,412.895,0.0,68.0,232.0,1.0,45.0,395.0,1.0,159.0,395.0,1.0,264.0,348.0,1.0,237.0,274.0,1.0,219.0,231.0,1.0,469.0,474.0,0.0,453.0,435.0,0.0,301.0,414.0,1.0,435.0,402.0,0.0,,,,,,,sports,frisbee,114
4010,775,133,831,212,2.3240378654402343,658.0,341.0,0.0,779.0,241.0,1.0,790.1923,209.0552,0.0,815.8077,135.9448,0.0,428.0,623.0,1.0,593.0,505.0,1.0,682.0,336.0,1.0,634.0,345.0,0.0,649.0,508.0,1.0,648.0,690.0,1.0,751.0,298.0,1.0,802.0,268.0,1.0,835.0,266.0,1.0,723.0,216.0,1.0,656.0,268.0,1.0,575.0,316.0,1.0,sports,bowling,294
11169,302,127,352,186,1.8560862048945896,358.0,279.0,0.0,341.0,206.0,0.0,335.419,186.2671,0.0,318.581,126.7329,0.0,353.0,427.0,0.0,321.0,356.0,0.0,375.0,278.0,0.0,341.0,280.0,1.0,313.0,355.0,1.0,345.0,429.0,1.0,299.0,224.0,0.0,337.0,244.0,0.0,352.0,210.0,0.0,329.0,201.0,1.0,326.0,244.0,1.0,293.0,217.0,1.0,sports,rock climbing,787
10370,591,158,639,220,1.8818203952556152,627.0,345.0,1.0,609.0,238.0,1.0,611.188,220.1312,0.0,618.812,157.8688,0.0,647.0,531.0,1.0,645.0,431.0,1.0,648.0,343.0,1.0,606.0,347.0,1.0,601.0,431.0,1.0,584.0,516.0,1.0,622.0,325.0,0.0,660.0,275.0,1.0,648.0,228.0,1.0,569.0,247.0,1.0,575.0,304.0,1.0,562.0,366.0,1.0,sports,"softball, general",736
6055,943,306,980,349,1.361458041953552,1021.0,365.0,0.0,982.0,336.0,1.0,982.4606,336.191,0.0,940.5394,318.809,0.0,1018.0,453.0,0.0,993.0,399.0,0.0,1011.0,367.0,0.0,1030.0,362.0,1.0,1011.0,390.0,1.0,1038.0,440.0,1.0,946.0,387.0,1.0,958.0,361.0,1.0,964.0,343.0,1.0,1000.0,329.0,1.0,1014.0,340.0,1.0,1002.0,367.0,1.0,bicycling,bicycling,238
11335,809,365,840,403,1.176979184182966,799.0,457.0,0.0,827.0,398.0,1.0,827.9484,403.3108,0.0,821.0516,364.6892,0.0,748.0,515.0,0.0,754.0,463.0,0.0,787.0,452.0,0.0,810.0,462.0,0.0,800.0,501.0,1.0,786.0,541.0,1.0,750.0,415.0,1.0,782.0,407.0,1.0,803.0,390.0,1.0,851.0,406.0,1.0,852.0,450.0,1.0,825.0,456.0,1.0,sports,"moto-cross, off-road motor sports, all-terrain vehicle, general",46
1489,457,372,538,449,2.682208045622114,529.0,565.0,0.0,476.0,473.0,0.0,482.9584,452.7722,0.0,512.0416,368.2278,0.0,723.0,560.0,1.0,644.0,522.0,1.0,513.0,585.0,1.0,545.0,544.0,0.0,626.0,497.0,1.0,720.0,536.0,1.0,558.0,430.0,1.0,545.0,506.0,1.0,477.0,473.0,1.0,475.0,472.0,0.0,560.0,506.0,0.0,560.0,427.0,0.0,sports,"rope skipping, general",378
10559,719,184,783,278,2.7292548433592634,814.0,353.0,0.0,758.0,269.0,1.0,759.2406,275.7349,0.0,742.7594,186.2651,0.0,768.0,559.0,0.0,742.0,464.0,0.0,785.0,354.0,1.0,843.0,351.0,0.0,824.0,447.0,0.0,851.0,551.0,0.0,654.0,394.0,1.0,668.0,331.0,1.0,715.0,272.0,1.0,800.0,266.0,1.0,841.0,290.0,1.0,833.0,370.0,1.0,bicycling,bicycling,745
6571,869,168,1063,396,7.184783921594302,1389.0,640.0,0.0,1088.0,371.0,0.0,1062.7403,352.5728,0.0,869.2597,211.4272,0.0,,,,1471.0,1034.0,1.0,1397.0,634.0,0.0,1381.0,646.0,1.0,1096.0,826.0,1.0,,,,1459.0,693.0,0.0,1263.0,535.0,0.0,1074.0,414.0,0.0,1102.0,327.0,1.0,1347.0,485.0,1.0,1527.0,711.0,1.0,sports,"skydiving, base jumping, bungee jumping",350
2457,378,34,421,98,1.8504918265153185,412.0,225.0,1.0,400.0,109.0,0.0,399.8586,96.8394,0.0,399.1414,35.1606,0.0,415.0,373.0,1.0,405.0,308.0,1.0,389.0,235.0,1.0,435.0,215.0,1.0,452.0,268.0,1.0,469.0,357.0,1.0,379.0,167.0,1.0,340.0,165.0,1.0,355.0,113.0,1.0,444.0,104.0,0.0,455.0,135.0,0.0,479.0,177.0,1.0,running,running,160
6115,773,227,852,328,3.07743269625836,959.0,524.0,1.0,854.0,347.0,0.0,838.7955,321.5371,0.0,786.2045,233.4629,0.0,,,,998.0,660.0,1.0,988.0,522.0,1.0,929.0,526.0,1.0,829.0,612.0,1.0,886.0,701.0,1.0,846.0,465.0,0.0,893.0,439.0,0.0,870.0,337.0,0.0,838.0,356.0,1.0,872.0,469.0,1.0,796.0,479.0,1.0,sports,basketball,239
1871,620,121,702,214,2.975709663256817,611.0,410.0,0.0,628.0,234.0,1.0,638.9541,211.9259,0.0,683.0459,123.0741,0.0,440.0,539.0,1.0,589.0,543.0,1.0,621.0,412.0,1.0,601.0,408.0,0.0,665.0,505.0,1.0,637.0,657.0,1.0,695.0,342.0,1.0,637.0,312.0,1.0,665.0,238.0,1.0,591.0,230.0,1.0,547.0,310.0,1.0,599.0,336.0,0.0,running,running,914
